comparison_key,raw_naics_examples,source_row_count,comparison_title,covered_employment_2024,occupation_count,karpathy_score,variant,comparison_level,source_file,karpathy_zscore,karpathy_percentile
6239,623900,1,Other residential care facilities,137900,72,3.4635,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.1244383388662584,0.16129032258064516
6241,624100,1,Individual and family services,3056100,129,2.716,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.6355105845197861,0.03763440860215054
6242,624200,1,"Community food and housing, and emergency and other relief services",163500,98,5.024,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.05751092837484658,0.510752688172043
6243,624300,1,Vocational rehabilitation services,201100,90,4.1363,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.6644391323435912,0.26344086021505375
6244,624400,1,Child daycare services,1026000,69,2.5809,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.7278796285168319,0.026881720430107527
7111,711100,1,Performing arts companies,93400,68,5.1333,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.0172184314243918,0.543010752688172
7112,711200,1,Spectator sports,109100,93,4.2969,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.5546355167556897,0.3118279569892473
7113,711300,1,"Promoters of performing arts, sports, and similar events",101400,83,5.0294,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.05381890144972421,0.5161290322580645
7114,711400,1,"Agents and managers for artists, athletes, entertainers, and other public figures",10300,19,7.7029,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.77407628083082,0.9516129032258065
7115,711500,1,"Independent artists, writers, and performers",24100,33,6.8079,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.1621570034262618,0.8333333333333334
7131,713100,1,Amusement parks and arcades,90900,67,4.1513,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.6541835019960289,0.27956989247311825
7132,713200,1,Gambling industries (except casino hotels),51800,53,4.5328,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.39334863682302446,0.3763440860215054
7139,713900,1,Other amusement and recreation industries,934700,119,3.4226,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.152402024280612,0.14516129032258066
7211,721100,1,Traveler accommodation,696300,105,3.3623,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.193629658277813,0.12365591397849462
7212,721200,1,RV (recreational vehicle) parks and recreational camps,44000,39,3.8802,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.8395369278109741,0.22043010752688172
7213,721300,1,"Rooming and boarding houses, dormitories, and workers' camps",3700,12,3.073,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.3914265822478005,0.08064516129032258
7223,722300,1,Special food services,553500,62,3.0221,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.4262273545605288,0.06451612903225806
7224,722400,1,Drinking places (alcoholic beverages),322000,27,2.2517,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.9529565292113356,0.005376344086021506
8111,811100,1,Automotive repair and maintenance,744300,58,3.5863,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.040478911754214,0.1774193548387097
8112,811200,1,Electronic and precision equipment repair and maintenance,47500,60,6.0314,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.6312572057674462,0.7473118279569892
8113,811300,1,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,165000,75,3.8593,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.8538264394285775,0.20967741935483872
8114,811400,1,Personal and household goods repair and maintenance,35200,43,4.5384,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.3895198681599343,0.3817204301075269
8121,812100,1,Personal care services,648200,33,2.4347,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.8278378389710739,0.010752688172043012
8122,812200,1,Death care services,57700,27,4.8307,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.18967181812043435,0.4731182795698925
8123,812300,1,Drycleaning and laundry services,60100,33,5.0439,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.043905125447080556,0.521505376344086
8129,812900,1,Other personal services,256500,58,3.4423,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.1389329630908134,0.15053763440860216
8132,813200,1,Grantmaking and giving services,144100,96,6.9141,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.234766866287004,0.8440860215053764
8133,813300,1,Social advocacy organizations,201400,117,5.7854,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.4630648680674226,0.7096774193548387
8134,813400,1,Civic and social organizations,264400,90,3.8224,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.8790552900835812,0.1935483870967742
8139,813900,1,"Business, professional, labor, political, and similar organizations",344500,136,6.6606,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,1.0614467134131984,0.8172043010752689
9991,999100,1,"Federal government, excluding postal service",1313400,193,5.8666,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.5185820136822272,0.7150537634408602
9992,999200,1,"State government, excluding education and hospitals",1673600,245,5.548,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.3007524251000011,0.6505376344086021
9993,999300,1,"Local government, excluding education and hospitals",3639500,276,4.6647,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.30316746063345884,0.42473118279569894
